date,user_id,age,mood,anxiety,energy,burnout,journal_entry,sleep,refreshed_after_sleep,steps_taken,water_intake,caffeine_intake,work_hours,outfit_type,music_genre,music_volume,music_time,on_period_today,cycle_phase,symptoms_experienced,major_event_log
2025-04-06,user_027,58,2,4,9,Not at all,,1.3,No,2000–5000,<1L,3+ cups,2–5 hrs,"Casual (jeans, tee)","Lofi, Bollywood",Low (background),Night,No,No clue,None,Felt sick
2025-04-07,user_027,58,6,4,3,Not at all,,3.4,Kind of,2000–5000,1–1.5L,None,<2 hrs,"Casual (jeans, tee)",None,Medium,Night,No,No clue,None,None
2025-04-08,user_027,58,6,10,5,Drained,,3.6,No,5000–8000,1.5–2.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)","Western classical, Carnatic",Low (background),Morning,No,No clue,None,
2025-04-09,user_027,58,4,3,5,Mild tiredness,Productive day at work.,10.4,Yes,2000–5000,<1L,None,5–8 hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,
2025-04-10,user_027,58,2,8,9,Drained,Productive day at work.,3.1,Kind of,2000–5000,1–1.5L,3+ cups,8+ hrs,Formal (workwear),"Other, Western classical",Medium,Morning,No,No clue,None,
2025-04-11,user_027,58,10,2,7,Drained,,0.9,Yes,2000–5000,<1L,None,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Night,No,No clue,None,
2025-04-12,user_027,58,1,8,2,Full-on burnout,,6.5,No,<2000,<1L,2 cups,8+ hrs,"Comfy (PJs, oversized)","Rock, Happy Vibey pop",Loud,Morning,No,No clue,None,
2025-04-13,user_027,58,9,3,4,Drained,,10.6,No,<2000,1–1.5L,None,5–8 hrs,Formal (workwear),Carnatic,Low (background),Night,No,No clue,None,
2025-04-14,user_027,58,9,8,10,Drained,Feeling well today.,2.6,Kind of,8000+,1.5–2.5L,None,8+ hrs,Formal (workwear),Western classical,Low (background),Afternoon,No,No clue,None,
2025-04-15,user_027,58,6,3,4,Drained,,6.6,Yes,<2000,1–1.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)","Western classical, Bollywood",Loud,Night,No,No clue,None,
2025-04-16,user_027,58,2,7,8,Full-on burnout,,1.4,Yes,5000–8000,1–1.5L,1 cup,<2 hrs,"Casual (jeans, tee)",Carnatic,Low (background),Night,No,No clue,None,
2025-04-17,user_027,58,6,9,6,Not at all,A bit tired.,9.9,No,8000+,1.5–2.5L,2 cups,8+ hrs,Formal (workwear),Carnatic,Low (background),Night,No,No clue,None,
2025-04-18,user_027,58,4,4,7,Drained,,1.3,Yes,2000–5000,1.5–2.5L,3+ cups,2–5 hrs,Athletic/Activewear,None,Loud,Night,No,No clue,None,
2025-04-19,user_027,58,9,10,4,Not at all,Relaxed evening.,10.6,Yes,2000–5000,1.5–2.5L,None,2–5 hrs,"Casual (jeans, tee)",K-pop / J-pop,Low (background),Morning,No,No clue,None,
2025-04-20,user_027,58,9,6,6,Drained,,3.4,No,8000+,1.5–2.5L,None,5–8 hrs,"Comfy (PJs, oversized)",Rock,Loud,Afternoon,No,No clue,None,
2025-04-21,user_027,58,7,7,9,Not at all,Relaxed evening.,5.3,Yes,2000–5000,2.5L+,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-04-22,user_027,58,2,10,2,Not at all,Relaxed evening.,9.0,Yes,<2000,<1L,1 cup,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-04-23,user_027,58,5,1,10,Mild tiredness,,5.4,Kind of,8000+,<1L,1 cup,8+ hrs,"Casual (jeans, tee)",None,Loud,Night,No,No clue,None,
2025-04-24,user_027,58,7,8,5,Drained,,10.4,Yes,8000+,2.5L+,None,2–5 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-25,user_027,58,6,4,4,Mild tiredness,,6.8,Kind of,5000–8000,1–1.5L,2 cups,<2 hrs,Athletic/Activewear,Bollywood,Medium,Morning,No,No clue,None,
2025-04-26,user_027,58,5,3,4,Full-on burnout,Feeling well today.,2.6,Kind of,<2000,<1L,None,<2 hrs,Athletic/Activewear,"Rock, Bollywood",Loud,Afternoon,No,No clue,None,
2025-04-27,user_027,58,1,2,10,Not at all,,7.3,Kind of,2000–5000,2.5L+,2 cups,<2 hrs,Athletic/Activewear,"Sad Pop, Dance music",Low (background),Afternoon,No,No clue,None,
2025-04-28,user_027,58,5,4,2,Drained,,3.8,Kind of,2000–5000,2.5L+,3+ cups,8+ hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-04-29,user_027,58,8,7,2,Full-on burnout,,11.9,Yes,5000–8000,1.5–2.5L,2 cups,<2 hrs,Formal (workwear),Happy Vibey pop,Loud,Afternoon,No,No clue,None,
2025-04-30,user_027,58,5,1,8,Drained,,2.4,Kind of,5000–8000,2.5L+,3+ cups,8+ hrs,Formal (workwear),Other,Low (background),Morning,No,No clue,None,
2025-05-01,user_027,58,4,2,9,Full-on burnout,Productive day at work.,4.5,Yes,2000–5000,2.5L+,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Loud,Night,No,No clue,None,
2025-05-02,user_027,58,4,4,6,Not at all,,9.7,No,5000–8000,1–1.5L,1 cup,5–8 hrs,Formal (workwear),Western classical,Low (background),Night,No,No clue,None,
2025-05-03,user_027,58,8,4,10,Not at all,,0.6,Kind of,2000–5000,2.5L+,2 cups,<2 hrs,Athletic/Activewear,None,Medium,Night,No,No clue,None,Attended a social event
2025-05-04,user_027,58,8,6,7,Drained,,6.9,Kind of,<2000,<1L,None,8+ hrs,"Casual (jeans, tee)",K-pop / J-pop,Medium,Afternoon,No,No clue,None,
2025-05-05,user_027,58,2,8,6,Full-on burnout,,7.0,Kind of,2000–5000,1–1.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)","Carnatic, Lofi",Loud,Night,No,No clue,None,
2025-05-06,user_027,58,8,10,7,Drained,Relaxed evening.,6.0,Yes,<2000,<1L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)",Happy Vibey pop,Loud,Morning,No,No clue,None,
2025-05-07,user_027,58,5,6,4,Mild tiredness,,5.7,Yes,2000–5000,<1L,1 cup,<2 hrs,"Comfy (PJs, oversized)",None,Medium,Afternoon,No,No clue,None,
2025-05-08,user_027,58,9,7,4,Mild tiredness,,6.6,Yes,5000–8000,2.5L+,3+ cups,5–8 hrs,Formal (workwear),Carnatic,Low (background),Afternoon,No,No clue,None,
2025-05-09,user_027,58,7,4,2,Mild tiredness,,9.7,Kind of,<2000,<1L,1 cup,5–8 hrs,Formal (workwear),"EDM, Other",Low (background),Morning,No,No clue,None,
2025-05-10,user_027,58,6,2,9,Drained,,11.2,No,2000–5000,1–1.5L,None,5–8 hrs,Formal (workwear),None,Low (background),Night,No,No clue,None,
2025-05-11,user_027,58,10,5,6,Mild tiredness,,2.0,Yes,5000–8000,1.5–2.5L,3+ cups,<2 hrs,Athletic/Activewear,EDM,Low (background),Afternoon,No,No clue,None,Travelled for work
2025-05-12,user_027,58,8,8,9,Full-on burnout,,10.3,No,5000–8000,2.5L+,3+ cups,<2 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-05-13,user_027,58,10,9,2,Drained,,5.1,No,5000–8000,2.5L+,None,5–8 hrs,"Comfy (PJs, oversized)","Happy Vibey pop, Lofi",Medium,Morning,No,No clue,None,
2025-05-14,user_027,58,6,6,5,Mild tiredness,Productive day at work.,5.1,Yes,5000–8000,2.5L+,3+ cups,5–8 hrs,Formal (workwear),Carnatic,Loud,Night,No,No clue,None,
2025-05-15,user_027,58,3,8,2,Mild tiredness,,10.4,Yes,<2000,1–1.5L,3+ cups,5–8 hrs,"Casual (jeans, tee)",None,Loud,Night,No,No clue,None,
2025-05-16,user_027,58,1,1,4,Drained,,3.2,Kind of,5000–8000,2.5L+,3+ cups,<2 hrs,"Casual (jeans, tee)","Sad Pop, Lofi",Loud,Night,No,No clue,None,
2025-05-17,user_027,58,10,6,4,Full-on burnout,,11.8,No,<2000,<1L,None,<2 hrs,"Casual (jeans, tee)",None,Low (background),Morning,No,No clue,None,
2025-05-18,user_027,58,7,6,4,Not at all,,11.6,Kind of,5000–8000,<1L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)","Lofi, Other",Medium,Afternoon,No,No clue,None,
2025-05-19,user_027,58,3,9,1,Drained,,6.0,No,8000+,2.5L+,2 cups,2–5 hrs,"Casual (jeans, tee)",None,Loud,Night,No,No clue,None,
2025-05-20,user_027,58,10,10,9,Drained,Relaxed evening.,2.6,No,5000–8000,2.5L+,2 cups,<2 hrs,"Comfy (PJs, oversized)","Bollywood, Other",Medium,Night,No,No clue,None,
2025-05-21,user_027,58,9,8,8,Drained,,8.2,Yes,<2000,<1L,None,2–5 hrs,Formal (workwear),Western classical,Loud,Night,No,No clue,None,
2025-05-22,user_027,58,5,7,2,Mild tiredness,Productive day at work.,9.9,Yes,5000–8000,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)",Dance music,Medium,Night,No,No clue,None,
2025-05-23,user_027,58,6,5,3,Not at all,Relaxed evening.,7.0,Kind of,5000–8000,1–1.5L,1 cup,5–8 hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,
2025-05-24,user_027,58,5,1,7,Mild tiredness,Productive day at work.,6.7,Yes,<2000,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)",Happy Vibey pop,Low (background),Afternoon,No,No clue,None,
2025-05-25,user_027,58,2,9,4,Drained,A bit tired.,9.9,Kind of,5000–8000,<1L,2 cups,8+ hrs,Athletic/Activewear,"Other, Lofi",Low (background),Afternoon,No,No clue,None,
2025-05-26,user_027,58,7,7,3,Mild tiredness,Productive day at work.,12.0,No,2000–5000,<1L,None,2–5 hrs,Athletic/Activewear,None,Medium,Night,No,No clue,None,
2025-05-27,user_027,58,6,8,2,Drained,,9.1,Kind of,<2000,<1L,3+ cups,5–8 hrs,Formal (workwear),"EDM, Sad Pop",Low (background),Morning,No,No clue,None,
2025-05-28,user_027,58,9,5,6,Drained,,6.0,Yes,<2000,2.5L+,None,5–8 hrs,Formal (workwear),"EDM, K-pop / J-pop",Loud,Night,No,No clue,None,
2025-05-29,user_027,58,5,4,7,Drained,,3.7,No,2000–5000,<1L,None,2–5 hrs,"Casual (jeans, tee)","EDM, K-pop / J-pop",Medium,Afternoon,No,No clue,None,
2025-05-30,user_027,58,2,3,9,Not at all,,4.4,No,<2000,<1L,1 cup,<2 hrs,"Comfy (PJs, oversized)",Bollywood,Loud,Afternoon,No,No clue,None,
2025-05-31,user_027,58,1,8,6,Mild tiredness,,11.4,No,<2000,1–1.5L,1 cup,2–5 hrs,Formal (workwear),Bollywood,Loud,Morning,No,No clue,None,
2025-06-01,user_027,58,1,8,10,Mild tiredness,,3.1,Kind of,<2000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)","Bollywood, Other",Medium,Afternoon,No,No clue,None,
2025-06-02,user_027,58,5,9,7,Drained,,11.5,Yes,<2000,1–1.5L,2 cups,8+ hrs,Formal (workwear),None,Low (background),Morning,No,No clue,None,
2025-06-03,user_027,58,10,3,7,Full-on burnout,,11.1,Kind of,2000–5000,1–1.5L,1 cup,2–5 hrs,Athletic/Activewear,Dance music,Loud,Afternoon,No,No clue,None,
2025-06-04,user_027,58,9,9,10,Full-on burnout,A bit tired.,9.6,Kind of,2000–5000,1–1.5L,1 cup,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Morning,No,No clue,None,
2025-06-05,user_027,58,8,6,4,Mild tiredness,,6.7,Yes,<2000,1–1.5L,None,8+ hrs,Athletic/Activewear,Western classical,Medium,Night,No,No clue,None,
2025-06-06,user_027,58,6,6,7,Full-on burnout,,9.1,Kind of,5000–8000,2.5L+,1 cup,2–5 hrs,"Comfy (PJs, oversized)","Carnatic, Other",Loud,Night,No,No clue,None,
2025-06-07,user_027,58,3,7,9,Full-on burnout,A bit tired.,11.1,Kind of,5000–8000,1.5–2.5L,None,8+ hrs,"Casual (jeans, tee)",None,Medium,Night,No,No clue,None,
2025-06-08,user_027,58,3,9,3,Mild tiredness,,0.5,No,2000–5000,<1L,2 cups,2–5 hrs,Athletic/Activewear,Other,Loud,Afternoon,No,No clue,None,
2025-06-09,user_027,58,9,8,6,Full-on burnout,,7.3,Kind of,8000+,1–1.5L,2 cups,5–8 hrs,Athletic/Activewear,"Carnatic, Happy Vibey pop",Low (background),Night,No,No clue,None,Started new hobby
2025-06-10,user_027,58,5,6,9,Mild tiredness,Feeling well today.,8.2,No,5000–8000,1.5–2.5L,2 cups,<2 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-06-11,user_027,58,10,8,4,Drained,,0.0,No,2000–5000,1.5–2.5L,1 cup,5–8 hrs,"Comfy (PJs, oversized)",Western classical,Loud,Night,No,No clue,None,
2025-06-12,user_027,58,2,3,10,Not at all,Productive day at work.,5.4,Kind of,5000–8000,<1L,2 cups,5–8 hrs,"Casual (jeans, tee)","Lofi, Dance music",Medium,Morning,No,No clue,None,
2025-06-13,user_027,58,4,2,2,Full-on burnout,A bit tired.,10.2,No,<2000,2.5L+,2 cups,<2 hrs,"Comfy (PJs, oversized)","Rock, EDM",Low (background),Morning,No,No clue,None,
2025-03-16,user_028,45,2,1,10,Not at all,Feeling well today.,8.1,No,5000–8000,2.5L+,None,5–8 hrs,"Comfy (PJs, oversized)",None,Loud,Night,No,No clue,None,
2025-03-17,user_028,45,6,6,8,Full-on burnout,,8.0,Yes,2000–5000,<1L,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-03-18,user_028,45,7,1,2,Mild tiredness,,8.1,Kind of,8000+,1.5–2.5L,2 cups,8+ hrs,"Casual (jeans, tee)","Dance music, EDM",Medium,Morning,No,No clue,None,
2025-03-19,user_028,45,7,6,8,Not at all,Feeling well today.,6.8,Yes,<2000,<1L,None,8+ hrs,"Casual (jeans, tee)","Rock, Happy Vibey pop",Loud,Night,No,No clue,None,
2025-03-20,user_028,45,4,4,3,Drained,,10.4,No,<2000,1–1.5L,1 cup,2–5 hrs,Formal (workwear),Rock,Medium,Afternoon,No,No clue,None,
2025-03-21,user_028,45,3,9,9,Drained,Relaxed evening.,0.1,Kind of,<2000,1–1.5L,2 cups,<2 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,No,No clue,None,
2025-03-22,user_028,45,8,10,6,Full-on burnout,Feeling well today.,1.4,Yes,2000–5000,1–1.5L,None,<2 hrs,"Casual (jeans, tee)",EDM,Medium,Morning,No,No clue,None,
2025-03-23,user_028,45,9,4,7,Drained,,0.7,Yes,8000+,2.5L+,1 cup,5–8 hrs,Athletic/Activewear,Dance music,Low (background),Night,No,No clue,None,
2025-03-24,user_028,45,5,5,1,Not at all,,5.3,Kind of,2000–5000,1–1.5L,2 cups,8+ hrs,Formal (workwear),None,Low (background),Morning,No,No clue,None,
2025-03-25,user_028,45,6,4,10,Full-on burnout,,4.1,Kind of,<2000,1–1.5L,2 cups,<2 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-03-26,user_028,45,10,2,8,Mild tiredness,Feeling well today.,0.7,Yes,2000–5000,1–1.5L,2 cups,<2 hrs,Formal (workwear),Happy Vibey pop,Loud,Night,No,No clue,None,
2025-03-27,user_028,45,1,4,5,Full-on burnout,,5.9,Kind of,2000–5000,1–1.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)","Lofi, Sad Pop",Loud,Morning,No,No clue,None,
2025-03-28,user_028,45,7,8,6,Not at all,Feeling well today.,3.6,Kind of,<2000,<1L,2 cups,8+ hrs,Formal (workwear),EDM,Low (background),Afternoon,No,No clue,None,
2025-03-29,user_028,45,6,8,7,Drained,Feeling well today.,0.4,Kind of,5000–8000,<1L,2 cups,2–5 hrs,Athletic/Activewear,"Other, Dance music",Loud,Morning,No,No clue,None,
2025-03-30,user_028,45,6,2,2,Not at all,,4.7,Yes,2000–5000,1–1.5L,None,5–8 hrs,"Comfy (PJs, oversized)",Happy Vibey pop,Low (background),Afternoon,No,No clue,None,
2025-03-31,user_028,45,2,3,3,Not at all,,9.7,Kind of,2000–5000,1.5–2.5L,1 cup,5–8 hrs,Athletic/Activewear,"K-pop / J-pop, EDM",Loud,Morning,No,No clue,None,
2025-04-01,user_028,45,7,7,7,Not at all,,4.5,Kind of,<2000,1–1.5L,3+ cups,5–8 hrs,Athletic/Activewear,Lofi,Loud,Afternoon,No,No clue,None,
2025-04-02,user_028,45,1,6,10,Mild tiredness,,10.3,Kind of,2000–5000,<1L,1 cup,2–5 hrs,Athletic/Activewear,"Dance music, Other",Low (background),Afternoon,No,No clue,None,Felt sick
2025-04-03,user_028,45,10,2,8,Mild tiredness,,3.9,Kind of,2000–5000,<1L,None,2–5 hrs,"Comfy (PJs, oversized)","Rock, Sad Pop",Loud,Afternoon,No,No clue,None,
2025-04-04,user_028,45,10,3,9,Full-on burnout,,2.7,Kind of,5000–8000,2.5L+,1 cup,<2 hrs,Athletic/Activewear,None,Low (background),Night,No,No clue,None,None
2025-04-05,user_028,45,10,3,1,Drained,,9.3,Kind of,2000–5000,<1L,None,<2 hrs,"Casual (jeans, tee)","Dance music, Carnatic",Medium,Night,No,No clue,None,
2025-04-06,user_028,45,9,7,9,Mild tiredness,,11.2,No,<2000,1–1.5L,3+ cups,8+ hrs,"Casual (jeans, tee)",Sad Pop,Medium,Morning,No,No clue,None,
2025-04-07,user_028,45,4,6,7,Not at all,,6.1,Yes,2000–5000,<1L,1 cup,5–8 hrs,Athletic/Activewear,"Carnatic, Western classical",Medium,Night,No,No clue,None,
2025-04-08,user_028,45,9,9,1,Full-on burnout,,1.6,Yes,5000–8000,2.5L+,1 cup,5–8 hrs,"Casual (jeans, tee)","Carnatic, Sad Pop",Low (background),Night,No,No clue,None,Travelled for work
2025-04-09,user_028,45,2,5,1,Mild tiredness,,10.1,Kind of,<2000,2.5L+,3+ cups,8+ hrs,Athletic/Activewear,"Other, Happy Vibey pop",Medium,Afternoon,No,No clue,None,
2025-04-10,user_028,45,4,10,3,Drained,,5.8,Kind of,8000+,<1L,2 cups,<2 hrs,Athletic/Activewear,Carnatic,Loud,Morning,No,No clue,None,
2025-04-11,user_028,45,4,6,10,Not at all,Relaxed evening.,7.5,No,<2000,1.5–2.5L,None,8+ hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-04-12,user_028,45,8,2,6,Full-on burnout,,9.3,No,<2000,<1L,1 cup,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Morning,No,No clue,None,Travelled for work
2025-04-13,user_028,45,8,9,5,Mild tiredness,,2.6,No,8000+,2.5L+,2 cups,8+ hrs,Athletic/Activewear,None,Loud,Night,No,No clue,None,
2025-04-14,user_028,45,10,5,6,Full-on burnout,,7.5,Kind of,5000–8000,2.5L+,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,No,No clue,None,
2025-04-15,user_028,45,2,2,2,Full-on burnout,A bit tired.,7.0,Kind of,8000+,<1L,None,2–5 hrs,"Casual (jeans, tee)",Other,Low (background),Night,No,No clue,None,
2025-04-16,user_028,45,10,1,5,Full-on burnout,,8.2,No,2000–5000,1.5–2.5L,None,2–5 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-04-17,user_028,45,10,7,9,Drained,,8.3,Kind of,2000–5000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)","Happy Vibey pop, Carnatic",Medium,Night,No,No clue,None,
2025-04-18,user_028,45,3,3,8,Mild tiredness,,0.7,Yes,2000–5000,<1L,None,2–5 hrs,"Casual (jeans, tee)","Rock, Dance music",Low (background),Night,No,No clue,None,
2025-04-19,user_028,45,1,4,2,Mild tiredness,,0.5,Kind of,<2000,<1L,2 cups,8+ hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-20,user_028,45,10,1,8,Mild tiredness,,6.0,Kind of,2000–5000,1–1.5L,1 cup,8+ hrs,Formal (workwear),None,Loud,Morning,No,No clue,None,
2025-04-21,user_028,45,5,7,3,Drained,,1.1,Kind of,8000+,2.5L+,None,8+ hrs,Formal (workwear),None,Medium,Afternoon,No,No clue,None,
2025-04-22,user_028,45,10,8,4,Not at all,,4.7,Yes,<2000,2.5L+,2 cups,2–5 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,None
2025-04-23,user_028,45,5,9,8,Drained,,4.3,No,5000–8000,1.5–2.5L,1 cup,2–5 hrs,"Casual (jeans, tee)",Other,Low (background),Afternoon,No,No clue,None,
2025-04-24,user_028,45,7,4,4,Full-on burnout,,5.4,Kind of,<2000,1.5–2.5L,None,5–8 hrs,Formal (workwear),"Dance music, Rock",Medium,Morning,No,No clue,None,
2025-04-25,user_028,45,6,6,4,Drained,,3.9,No,5000–8000,2.5L+,None,5–8 hrs,Athletic/Activewear,K-pop / J-pop,Medium,Afternoon,No,No clue,None,
2025-04-26,user_028,45,10,6,4,Drained,,3.4,Kind of,8000+,2.5L+,3+ cups,8+ hrs,Formal (workwear),"EDM, Rock",Medium,Afternoon,No,No clue,None,
2025-04-27,user_028,45,8,4,7,Not at all,,7.8,Kind of,2000–5000,1–1.5L,1 cup,5–8 hrs,Formal (workwear),"Happy Vibey pop, Other",Loud,Morning,No,No clue,None,
2025-04-28,user_028,45,4,4,7,Mild tiredness,,2.6,Yes,5000–8000,2.5L+,2 cups,5–8 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-04-29,user_028,45,6,1,3,Drained,Relaxed evening.,4.5,No,8000+,2.5L+,1 cup,5–8 hrs,Athletic/Activewear,Other,Medium,Night,No,No clue,None,
2025-04-30,user_028,45,2,1,9,Not at all,,6.1,No,5000–8000,2.5L+,3+ cups,<2 hrs,Formal (workwear),None,Low (background),Afternoon,No,No clue,None,
2025-05-01,user_028,45,6,8,10,Not at all,,11.1,No,<2000,1.5–2.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)","Lofi, Carnatic",Medium,Afternoon,No,No clue,None,
2025-05-02,user_028,45,7,9,2,Full-on burnout,,5.9,No,8000+,1–1.5L,None,8+ hrs,"Comfy (PJs, oversized)",None,Loud,Night,No,No clue,None,Felt sick
2025-05-03,user_028,45,2,4,7,Full-on burnout,,10.0,Yes,8000+,<1L,2 cups,<2 hrs,Formal (workwear),Bollywood,Medium,Afternoon,No,No clue,None,
2025-05-04,user_028,45,3,6,10,Drained,,2.5,Kind of,2000–5000,2.5L+,None,5–8 hrs,"Casual (jeans, tee)","Other, K-pop / J-pop",Loud,Night,No,No clue,None,
2025-05-05,user_028,45,9,4,10,Mild tiredness,,0.6,Yes,8000+,2.5L+,3+ cups,<2 hrs,Athletic/Activewear,"Rock, Other",Medium,Morning,No,No clue,None,
2025-05-06,user_028,45,1,8,1,Drained,,11.7,No,<2000,<1L,None,2–5 hrs,Formal (workwear),None,Loud,Morning,No,No clue,None,
2025-05-07,user_028,45,1,10,3,Mild tiredness,,8.0,Yes,5000–8000,1.5–2.5L,None,2–5 hrs,"Casual (jeans, tee)","Bollywood, Rock",Low (background),Afternoon,No,No clue,None,
2025-05-08,user_028,45,7,10,9,Not at all,,10.3,No,5000–8000,<1L,3+ cups,2–5 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-05-09,user_028,45,7,4,2,Not at all,,9.8,Kind of,2000–5000,1.5–2.5L,None,8+ hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-05-10,user_028,45,9,4,10,Drained,,5.1,No,2000–5000,1–1.5L,3+ cups,5–8 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-05-11,user_028,45,4,2,1,Not at all,,6.9,Yes,<2000,1–1.5L,None,2–5 hrs,Athletic/Activewear,"Other, Sad Pop",Loud,Afternoon,No,No clue,None,
2025-05-12,user_028,45,2,3,9,Not at all,,2.9,Yes,2000–5000,2.5L+,2 cups,<2 hrs,Formal (workwear),"Lofi, Rock",Low (background),Night,No,No clue,None,
2025-05-13,user_028,45,3,8,7,Not at all,,0.0,Kind of,8000+,1.5–2.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",Dance music,Loud,Morning,No,No clue,None,
2025-05-14,user_028,45,8,10,7,Not at all,Productive day at work.,7.5,Kind of,<2000,<1L,1 cup,2–5 hrs,"Comfy (PJs, oversized)",EDM,Low (background),Morning,No,No clue,None,
2025-05-15,user_028,45,1,4,5,Drained,Relaxed evening.,6.8,Yes,8000+,1–1.5L,None,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-05-16,user_028,45,7,3,6,Not at all,,4.8,Kind of,8000+,<1L,1 cup,2–5 hrs,Athletic/Activewear,None,Medium,Afternoon,No,No clue,None,
2025-05-17,user_028,45,7,5,3,Not at all,,11.2,Yes,2000–5000,2.5L+,3+ cups,5–8 hrs,Formal (workwear),"Carnatic, Sad Pop",Loud,Afternoon,No,No clue,None,
2025-05-18,user_028,45,1,3,10,Full-on burnout,,1.2,Yes,5000–8000,<1L,3+ cups,2–5 hrs,Formal (workwear),"Dance music, Rock",Low (background),Morning,No,No clue,None,
2025-05-19,user_028,45,8,10,1,Full-on burnout,Relaxed evening.,0.1,Kind of,8000+,1–1.5L,None,5–8 hrs,"Comfy (PJs, oversized)",None,Medium,Afternoon,No,No clue,None,
2025-05-20,user_028,45,3,10,6,Not at all,Relaxed evening.,10.4,No,8000+,2.5L+,2 cups,<2 hrs,"Comfy (PJs, oversized)","K-pop / J-pop, Happy Vibey pop",Medium,Night,No,No clue,None,
2025-05-21,user_028,45,3,7,4,Mild tiredness,,11.1,No,5000–8000,<1L,3+ cups,2–5 hrs,Athletic/Activewear,EDM,Medium,Morning,No,No clue,None,
2025-05-22,user_028,45,9,7,2,Full-on burnout,,6.3,No,<2000,1–1.5L,None,2–5 hrs,"Comfy (PJs, oversized)",Other,Medium,Morning,No,No clue,None,
2025-05-23,user_028,45,1,4,4,Not at all,,6.5,Yes,<2000,<1L,1 cup,5–8 hrs,Formal (workwear),Carnatic,Low (background),Afternoon,No,No clue,None,
2025-05-24,user_028,45,10,9,4,Mild tiredness,,10.2,Kind of,2000–5000,<1L,None,5–8 hrs,"Casual (jeans, tee)","Dance music, Rock",Low (background),Night,No,No clue,None,
2025-05-25,user_028,45,2,9,7,Mild tiredness,,2.0,Yes,2000–5000,2.5L+,1 cup,2–5 hrs,"Casual (jeans, tee)",Sad Pop,Medium,Night,No,No clue,None,
2025-05-26,user_028,45,6,8,1,Mild tiredness,Relaxed evening.,4.3,Yes,2000–5000,2.5L+,1 cup,2–5 hrs,"Casual (jeans, tee)","Rock, EDM",Medium,Morning,No,No clue,None,
2025-05-27,user_028,45,1,9,3,Not at all,,10.5,Yes,2000–5000,2.5L+,1 cup,2–5 hrs,"Comfy (PJs, oversized)","Dance music, Bollywood",Low (background),Morning,No,No clue,None,
